x, 0, 0, 2025-12-17 13:26:31.923466, 2a.sql, 5.355, 620.61, PG
10, 24, 1, 2025-12-17 15:37:27.160575, 6d.sql, 260.932, 2038.718, Bao
10, 24, 2, 2025-12-17 15:37:31.592352, 6d.sql, 244.946, 1959.54, Bao
11, 0, 0, 2025-12-17 15:37:43.596853, 7a.sql, 340.643, 919.079, Bao
11, 0, 1, 2025-12-17 15:37:45.293129, 7a.sql, 337.877, 912.916, Bao
11, 0, 2, 2025-12-17 15:37:47.906787, 7a.sql, 299.495, 724.879, Bao
11, 1, 0, 2025-12-17 15:37:50.911059, 26b.sql, 1301.404, 277.649, Bao
11, 1, 1, 2025-12-17 15:37:53.904374, 26b.sql, 1294.46, 278.79, Bao
11, 1, 2, 2025-12-17 15:37:58.277671, 26b.sql, 1260.565, 195.315, Bao
11, 2, 0, 2025-12-17 15:37:59.126025, 5b.sql, 267.869, 219.861, Bao
11, 2, 1, 2025-12-17 15:37:59.975676, 5b.sql, 273.88, 220.689, Bao
11, 2, 2, 2025-12-17 15:38:01.182305, 5b.sql, 237.128, 212.464, Bao
11, 3, 0, 2025-12-17 15:38:05.225847, 27c.sql, 1892.173, 108.746, Bao
11, 3, 1, 2025-12-17 15:38:09.664657, 27c.sql, 1910.726, 122.036, Bao
11, 3, 2, 2025-12-17 15:38:15.635267, 27c.sql, 1866.049, 102.495, Bao
11, 4, 0, 2025-12-17 15:38:17.105685, 14c.sql, 322.654, 714.563, Bao
11, 4, 1, 2025-12-17 15:38:18.580002, 14c.sql, 324.875, 713.212, Bao
11, 4, 2, 2025-12-17 15:38:20.820360, 14c.sql, 289.514, 572.665, Bao
11, 5, 0, 2025-12-17 15:38:22.002783, 14a.sql, 327.795, 425.059, Bao
11, 5, 1, 2025-12-17 15:38:23.184226, 14a.sql, 324.826, 420.207, Bao
11, 5, 2, 2025-12-17 15:38:24.890196, 14a.sql, 289.93, 319.589, Bao
11, 6, 0, 2025-12-17 15:38:26.550331, 19a.sql, 618.817, 308.744, Bao
11, 6, 1, 2025-12-17 15:38:28.214502, 19a.sql, 618.722, 308.639, Bao
11, 6, 2, 2025-12-17 15:38:30.679051, 19a.sql, 583.539, 298.363, Bao
11, 7, 0, 2025-12-17 15:38:35.585188, 6f.sql, 255.695, 4299.548, Bao
11, 7, 1, 2025-12-17 15:38:40.500351, 6f.sql, 268.373, 4286.659, Bao
11, 7, 2, 2025-12-17 15:38:47.885721, 6f.sql, 228.591, 3195.747, Bao
11, 8, 0, 2025-12-17 15:38:48.937766, 3c.sql, 254.349, 432.598, Bao
11, 8, 1, 2025-12-17 15:38:49.983065, 3c.sql, 266.396, 430.231, Bao
11, 8, 2, 2025-12-17 15:38:51.505101, 3c.sql, 224.887, 333.603, Bao
11, 9, 0, 2025-12-17 15:38:52.471132, 6b.sql, 264.777, 341.402, Bao
11, 9, 1, 2025-12-17 15:38:53.430692, 6b.sql, 266.668, 338.999, Bao
11, 9, 2, 2025-12-17 15:38:54.814411, 6b.sql, 223.752, 257.829, Bao
11, 10, 0, 2025-12-17 15:38:58.990632, 6f.sql, 267.442, 3483.601, Bao
11, 10, 1, 2025-12-17 15:39:03.895018, 6f.sql, 259.109, 4284.157, Bao
11, 10, 2, 2025-12-17 15:39:12.721324, 6f.sql, 227.152, 3984.453, Bao
11, 11, 0, 2025-12-17 15:39:15.190439, 16c.sql, 347.148, 1671.136, Bao
11, 11, 1, 2025-12-17 15:39:17.655624, 16c.sql, 345.346, 1670.479, Bao
11, 11, 2, 2025-12-17 15:39:21.742392, 16c.sql, 303.092, 1404.827, Bao
11, 12, 0, 2025-12-17 15:39:27.994273, 17d.sql, 299.169, 5461.465, Bao
11, 12, 1, 2025-12-17 15:39:34.412863, 17d.sql, 308.233, 5608.141, Bao
11, 12, 2, 2025-12-17 15:39:44.846327, 17d.sql, 276.667, 5323.396, Bao
11, 13, 0, 2025-12-17 15:39:46.593607, 13b.sql, 379.49, 779.056, Bao
11, 13, 1, 2025-12-17 15:39:48.250181, 13b.sql, 385.011, 767.794, Bao
11, 13, 2, 2025-12-17 15:39:50.879909, 13b.sql, 359.914, 723.316, Bao
11, 14, 0, 2025-12-17 15:39:51.706575, 3b.sql, 253.985, 225.384, Bao
11, 14, 1, 2025-12-17 15:39:52.539260, 3b.sql, 260.298, 224.94, Bao
11, 14, 2, 2025-12-17 15:39:53.677402, 3b.sql, 217.111, 164.927, Bao
11, 15, 0, 2025-12-17 15:39:56.449006, 6d.sql, 265.217, 2047.848, Bao
11, 15, 1, 2025-12-17 15:39:59.127501, 6d.sql, 264.805, 2046.748, Bao
11, 15, 2, 2025-12-17 15:40:03.642121, 6d.sql, 241.765, 1969.759, Bao
11, 16, 0, 2025-12-17 15:40:04.835830, 21a.sql, 457.965, 167.511, Bao
11, 16, 1, 2025-12-17 15:40:06.068382, 21a.sql, 452.838, 162.886, Bao
11, 16, 2, 2025-12-17 15:40:07.738531, 21a.sql, 419.86, 150.889, Bao
11, 17, 0, 2025-12-17 15:42:13.281047, 29b.sql, 61965.483, 403.124, Bao
11, 17, 1, 2025-12-17 15:44:16.820156, 29b.sql, 60340.996, 403.188, Bao
11, 17, 2, 2025-12-17 15:47:25.526753, 29b.sql, 60196.793, 396.238, Bao
11, 18, 0, 2025-12-17 15:47:27.079758, 15a.sql, 473.939, 390.768, Bao
11, 18, 1, 2025-12-17 15:47:28.583792, 15a.sql, 490.667, 378.475, Bao
11, 18, 2, 2025-12-17 15:47:30.727646, 15a.sql, 432.65, 368.968, Bao
11, 19, 0, 2025-12-17 15:47:32.301214, 8a.sql, 298.791, 867.607, Bao
11, 19, 1, 2025-12-17 15:47:33.884926, 8a.sql, 300.395, 868.608, Bao
11, 19, 2, 2025-12-17 15:47:36.452577, 8a.sql, 276.564, 796.482, Bao
11, 20, 0, 2025-12-17 15:47:37.407719, 6b.sql, 265.634, 311.444, Bao
11, 20, 1, 2025-12-17 15:47:38.365013, 6b.sql, 257.836, 302.801, Bao
11, 20, 2, 2025-12-17 15:47:39.727241, 6b.sql, 223.903, 253.451, Bao
11, 21, 0, 2025-12-17 15:47:40.835521, 9b.sql, 354.617, 300.364, Bao
11, 21, 1, 2025-12-17 15:47:41.958867, 9b.sql, 339.197, 316.528, Bao
11, 21, 2, 2025-12-17 15:47:43.698632, 9b.sql, 327.425, 290.552, Bao
11, 22, 0, 2025-12-17 15:47:44.508717, 4b.sql, 262.585, 173.914, Bao
11, 22, 1, 2025-12-17 15:47:45.317966, 4b.sql, 260.404, 170.508, Bao
11, 22, 2, 2025-12-17 15:47:46.401943, 4b.sql, 228.51, 149.395, Bao
11, 23, 0, 2025-12-17 15:47:49.068618, 6d.sql, 264.206, 2040.417, Bao
11, 23, 1, 2025-12-17 15:47:51.743161, 6d.sql, 269.065, 2042.476, Bao
11, 23, 2, 2025-12-17 15:47:56.144909, 6d.sql, 241.282, 1945.973, Bao
11, 24, 0, 2025-12-17 15:48:02.155293, 10c.sql, 292.158, 5278.098, Bao
11, 24, 1, 2025-12-17 15:48:08.211601, 10c.sql, 294.101, 5305.968, Bao
11, 24, 2, 2025-12-17 15:48:18.922705, 10c.sql, 253.123, 5210.011, Bao
12, 0, 0, 2025-12-17 15:48:30.158172, 32b.sql, 273.971, 232.089, Bao
12, 0, 1, 2025-12-17 15:48:31.040411, 32b.sql, 275.934, 235.41, Bao
12, 0, 2, 2025-12-17 15:48:32.249846, 32b.sql, 234.774, 190.382, Bao
12, 1, 0, 2025-12-17 15:48:44.668395, 19d.sql, 614.552, 10884.451, Bao
12, 1, 1, 2025-12-17 15:48:54.943061, 19d.sql, 621.781, 8699.274, Bao
12, 1, 2, 2025-12-17 15:49:13.557075, 19d.sql, 589.804, 8420.03, Bao
12, 2, 0, 2025-12-17 15:49:15.238850, 8a.sql, 304.245, 861.28, Bao
12, 2, 1, 2025-12-17 15:49:16.829961, 8a.sql, 306.041, 857.353, Bao
12, 2, 2, 2025-12-17 15:49:19.531504, 8a.sql, 284.756, 832.58, Bao
12, 3, 0, 2025-12-17 15:49:20.937697, 4a.sql, 264.786, 726.59, Bao
12, 3, 1, 2025-12-17 15:49:22.368242, 4a.sql, 271.128, 726.627, Bao
12, 3, 2, 2025-12-17 15:49:24.548685, 4a.sql, 251.847, 677.761, Bao
12, 4, 0, 2025-12-17 15:49:25.556122, 6b.sql, 273.345, 340.338, Bao
12, 4, 1, 2025-12-17 15:49:26.536097, 6b.sql, 270.337, 338.342, Bao
12, 4, 2, 2025-12-17 15:49:27.951007, 6b.sql, 234.498, 284.911, Bao
12, 5, 0, 2025-12-17 15:49:28.760445, 4b.sql, 264.596, 172.028, Bao
12, 5, 1, 2025-12-17 15:49:29.605374, 4b.sql, 269.081, 181.675, Bao
12, 5, 2, 2025-12-17 15:49:30.722676, 4b.sql, 231.796, 149.465, Bao
12, 6, 0, 2025-12-17 15:49:38.410657, 17f.sql, 307.697, 6918.875, Bao
12, 6, 1, 2025-12-17 15:49:47.016575, 17f.sql, 309.851, 7869.156, Bao
12, 6, 2, 2025-12-17 15:50:02.882932, 17f.sql, 272.644, 7556.585, Bao
12, 7, 0, 2025-12-17 15:50:03.766386, 3b.sql, 269.821, 225.065, Bao
12, 7, 1, 2025-12-17 15:50:04.632033, 3b.sql, 271.697, 226.056, Bao
12, 7, 2, 2025-12-17 15:50:05.805078, 3b.sql, 225.311, 163.377, Bao
12, 8, 0, 2025-12-17 15:50:07.883395, 13c.sql, 403.843, 1169.283, Bao
12, 8, 1, 2025-12-17 15:50:09.972629, 13c.sql, 401.399, 1173.148, Bao
12, 8, 2, 2025-12-17 15:50:13.333044, 13c.sql, 363.208, 1053.618, Bao
12, 9, 0, 2025-12-17 15:50:14.117546, 6c.sql, 279.825, 110.565, Bao
12, 9, 1, 2025-12-17 15:50:14.873513, 6c.sql, 272.0, 99.8, Bao
12, 9, 2, 2025-12-17 15:50:15.897125, 6c.sql, 233.636, 105.876, Bao
12, 10, 0, 2025-12-17 15:50:16.869626, 6b.sql, 272.08, 309.378, Bao
12, 10, 1, 2025-12-17 15:50:17.843554, 6b.sql, 272.144, 307.928, Bao
12, 10, 2, 2025-12-17 15:50:19.293127, 6b.sql, 232.356, 240.044, Bao
12, 11, 0, 2025-12-17 15:50:28.549315, 17a.sql, 307.933, 8472.121, Bao
12, 11, 1, 2025-12-17 15:50:38.279808, 17a.sql, 307.525, 9000.612, Bao
12, 11, 2, 2025-12-17 15:50:56.486144, 17a.sql, 272.491, 8805.709, Bao
12, 12, 0, 2025-12-17 15:50:57.925786, 4c.sql, 271.693, 759.48, Bao
12, 12, 1, 2025-12-17 15:50:59.492348, 4c.sql, 258.681, 839.209, Bao
12, 12, 2, 2025-12-17 15:51:01.715391, 4c.sql, 249.533, 726.963, Bao
12, 13, 0, 2025-12-17 15:51:03.870461, 23a.sql, 844.674, 333.734, Bao
12, 13, 1, 2025-12-17 15:51:06.028690, 23a.sql, 854.047, 331.313, Bao
12, 13, 2, 2025-12-17 15:51:09.201704, 23a.sql, 821.229, 248.187, Bao
12, 14, 0, 2025-12-17 15:51:10.904240, 19a.sql, 634.852, 314.056, Bao
12, 14, 1, 2025-12-17 15:51:12.586446, 19a.sql, 632.78, 296.67, Bao
12, 14, 2, 2025-12-17 15:51:15.096763, 19a.sql, 602.555, 301.326, Bao
12, 15, 0, 2025-12-17 15:51:16.163089, 3c.sql, 260.196, 429.445, Bao
12, 15, 1, 2025-12-17 15:51:17.250810, 3c.sql, 271.876, 441.442, Bao
12, 15, 2, 2025-12-17 15:51:18.794833, 3c.sql, 226.238, 330.036, Bao
12, 16, 0, 2025-12-17 15:51:28.620094, 17a.sql, 308.655, 9089.694, Bao
12, 16, 1, 2025-12-17 15:51:38.444062, 17a.sql, 312.602, 9086.829, Bao
12, 16, 2, 2025-12-17 15:51:56.844825, 17a.sql, 273.482, 8885.124, Bao
12, 17, 0, 2025-12-17 15:52:05.907803, 10c.sql, 308.228, 8226.863, Bao
12, 17, 1, 2025-12-17 15:52:14.875809, 10c.sql, 305.065, 8143.759, Bao
12, 17, 2, 2025-12-17 15:52:31.771177, 10c.sql, 265.673, 7897.722, Bao
12, 18, 0, 2025-12-17 15:52:32.933704, 16a.sql, 357.637, 338.846, Bao
12, 18, 1, 2025-12-17 15:52:34.099459, 16a.sql, 359.251, 338.209, Bao
12, 18, 2, 2025-12-17 15:52:35.735295, 16a.sql, 314.109, 240.276, Bao
12, 19, 0, 2025-12-17 15:52:46.000074, 19d.sql, 626.095, 8671.434, Bao
12, 19, 1, 2025-12-17 15:52:55.982789, 19d.sql, 623.285, 8598.069, Bao
12, 19, 2, 2025-12-17 15:53:14.340925, 19d.sql, 585.626, 8408.989, Bao
12, 20, 0, 2025-12-17 15:53:15.341604, 6b.sql, 276.821, 343.599, Bao
12, 20, 1, 2025-12-17 15:53:16.335982, 6b.sql, 276.514, 338.098, Bao
12, 20, 2, 2025-12-17 15:53:17.753106, 6b.sql, 238.908, 255.209, Bao
12, 21, 0, 2025-12-17 15:53:18.889092, 9a.sql, 359.546, 304.633, Bao
12, 21, 1, 2025-12-17 15:53:20.032338, 9a.sql, 361.303, 314.711, Bao
12, 21, 2, 2025-12-17 15:53:21.848284, 9a.sql, 335.231, 298.941, Bao
12, 22, 0, 2025-12-17 15:53:23.151883, 18a.sql, 311.834, 502.916, Bao
12, 22, 1, 2025-12-17 15:53:24.476432, 18a.sql, 309.428, 521.519, Bao
12, 22, 2, 2025-12-17 15:53:26.402265, 18a.sql, 285.809, 449.699, Bao
12, 23, 0, 2025-12-17 15:53:27.681027, 2a.sql, 270.957, 587.467, Bao
12, 23, 1, 2025-12-17 15:53:28.951055, 2a.sql, 271.421, 578.251, Bao
12, 23, 2, 2025-12-17 15:53:30.859164, 2a.sql, 233.658, 525.368, Bao
12, 24, 0, 2025-12-17 15:53:32.098994, 21a.sql, 493.058, 166.805, Bao
12, 24, 1, 2025-12-17 15:53:33.320502, 21a.sql, 469.461, 172.385, Bao
12, 24, 2, 2025-12-17 15:53:35.209669, 21a.sql, 450.002, 160.863, Bao
13, 0, 0, 2025-12-17 15:53:47.960434, 9b.sql, 358.539, 302.344, Bao
13, 0, 1, 2025-12-17 15:53:49.163829, 9b.sql, 356.796, 305.256, Bao
13, 0, 2, 2025-12-17 15:53:50.864500, 9b.sql, 333.377, 303.821, Bao
13, 1, 0, 2025-12-17 15:53:55.283844, 26a.sql, 1311.805, 1429.801, Bao
13, 1, 1, 2025-12-17 15:53:59.685841, 26a.sql, 1316.47, 1413.786, Bao
13, 1, 2, 2025-12-17 15:54:06.247315, 26a.sql, 1269.267, 1241.339, Bao
13, 2, 0, 2025-12-17 15:54:07.252238, 8b.sql, 313.3, 251.777, Bao
13, 2, 1, 2025-12-17 15:54:08.239081, 8b.sql, 297.542, 251.523, Bao
13, 2, 2, 2025-12-17 15:54:09.642101, 8b.sql, 275.7, 246.314, Bao
13, 3, 0, 2025-12-17 15:54:15.608569, 13d.sql, 419.996, 4905.651, Bao
13, 3, 1, 2025-12-17 15:54:21.538630, 13d.sql, 400.441, 4889.219, Bao
13, 3, 2, 2025-12-17 15:54:31.592158, 13d.sql, 363.685, 4771.613, Bao
13, 4, 0, 2025-12-17 15:54:32.830232, 9a.sql, 356.619, 300.834, Bao
13, 4, 1, 2025-12-17 15:54:34.016469, 9a.sql, 354.391, 300.122, Bao
13, 4, 2, 2025-12-17 15:54:35.692807, 9a.sql, 329.122, 295.707, Bao
13, 5, 0, 2025-12-17 15:54:37.782147, 15d.sql, 461.269, 976.926, Bao
13, 5, 1, 2025-12-17 15:54:39.887963, 15d.sql, 478.75, 960.849, Bao
13, 5, 2, 2025-12-17 15:54:43.240598, 15d.sql, 437.771, 876.325, Bao
13, 6, 0, 2025-12-17 15:54:46.654268, 8d.sql, 308.55, 2585.244, Bao
13, 6, 1, 2025-12-17 15:54:50.062405, 8d.sql, 305.147, 2582.899, Bao
13, 6, 2, 2025-12-17 15:54:55.869635, 8d.sql, 287.264, 2515.446, Bao
13, 7, 0, 2025-12-17 15:55:02.276963, 17e.sql, 315.432, 5662.489, Bao
13, 7, 1, 2025-12-17 15:55:08.712820, 17e.sql, 316.148, 5696.594, Bao
13, 7, 2, 2025-12-17 15:55:20.366571, 17e.sql, 286.856, 5523.48, Bao
13, 8, 0, 2025-12-17 15:55:21.606595, 13c.sql, 398.311, 257.515, Bao
13, 8, 1, 2025-12-17 15:55:22.777882, 13c.sql, 398.406, 259.085, Bao
13, 8, 2, 2025-12-17 15:55:24.474249, 13c.sql, 367.075, 248.92, Bao
13, 9, 0, 2025-12-17 15:55:26.771432, 22b.sql, 842.117, 340.912, Bao
13, 9, 1, 2025-12-17 15:55:29.050316, 22b.sql, 840.675, 338.231, Bao
13, 9, 2, 2025-12-17 15:55:32.286942, 22b.sql, 815.753, 294.468, Bao
13, 10, 0, 2025-12-17 15:55:33.070167, 32a.sql, 287.358, 100.408, Bao
13, 10, 1, 2025-12-17 15:55:33.848712, 32a.sql, 280.949, 102.83, Bao
13, 10, 2, 2025-12-17 15:55:34.883145, 32a.sql, 244.564, 93.665, Bao
13, 11, 0, 2025-12-17 15:55:36.484618, 19b.sql, 620.822, 234.639, Bao
13, 11, 1, 2025-12-17 15:55:38.094183, 19b.sql, 625.589, 235.841, Bao
13, 11, 2, 2025-12-17 15:55:40.482214, 19b.sql, 605.221, 234.509, Bao
13, 12, 0, 2025-12-17 15:55:52.729589, 28c.sql, 5427.829, 1220.061, Bao
13, 12, 1, 2025-12-17 15:56:05.801472, 28c.sql, 5425.947, 1160.31, Bao
13, 12, 2, 2025-12-17 15:56:24.614477, 28c.sql, 5408.632, 1165.098, Bao
13, 13, 0, 2025-12-17 15:56:28.714096, 25a.sql, 454.082, 3021.278, Bao
13, 13, 1, 2025-12-17 15:56:32.709282, 25a.sql, 445.076, 2983.6, Bao
13, 13, 2, 2025-12-17 15:56:39.965644, 25a.sql, 421.814, 2877.425, Bao
13, 14, 0, 2025-12-17 15:56:42.923242, 20b.sql, 502.525, 1830.586, Bao
13, 14, 1, 2025-12-17 15:56:45.884196, 20b.sql, 500.13, 1847.244, Bao
13, 14, 2, 2025-12-17 15:56:50.854745, 20b.sql, 467.278, 1625.137, Bao
13, 15, 0, 2025-12-17 15:56:54.936054, 27c.sql, 1913.311, 107.04, Bao
13, 15, 1, 2025-12-17 15:56:59.366720, 27c.sql, 1909.096, 109.945, Bao
13, 15, 2, 2025-12-17 15:57:05.451087, 27c.sql, 1871.285, 119.109, Bao
13, 16, 0, 2025-12-17 15:57:10.784894, 17d.sql, 312.846, 4615.622, Bao
13, 16, 1, 2025-12-17 15:57:15.899604, 17d.sql, 291.372, 4400.608, Bao
13, 16, 2, 2025-12-17 15:57:25.228891, 17d.sql, 258.324, 4207.475, Bao
13, 17, 0, 2025-12-17 15:57:27.747543, 31b.sql, 1078.016, 230.615, Bao
13, 17, 1, 2025-12-17 15:57:30.267540, 31b.sql, 1078.385, 232.97, Bao
13, 17, 2, 2025-12-17 15:57:33.987980, 31b.sql, 1046.061, 224.868, Bao
13, 18, 0, 2025-12-17 15:57:34.988062, 10a.sql, 281.674, 304.339, Bao
13, 18, 1, 2025-12-17 15:57:35.972102, 10a.sql, 284.432, 303.183, Bao
13, 18, 2, 2025-12-17 15:57:37.407186, 10a.sql, 263.013, 279.276, Bao
13, 19, 0, 2025-12-17 15:57:42.647371, 7c.sql, 325.233, 4457.466, Bao
13, 19, 1, 2025-12-17 15:57:47.877039, 7c.sql, 327.084, 4444.111, Bao
13, 19, 2, 2025-12-17 15:57:57.222410, 7c.sql, 296.073, 4317.812, Bao
13, 20, 0, 2025-12-17 15:58:01.382777, 26a.sql, 1294.798, 1437.873, Bao
13, 20, 1, 2025-12-17 15:58:05.555786, 26a.sql, 1291.19, 1437.401, Bao
13, 20, 2, 2025-12-17 15:58:12.149585, 26a.sql, 1272.405, 1267.91, Bao
13, 21, 0, 2025-12-17 15:58:15.065880, 31c.sql, 1082.845, 435.752, Bao
13, 21, 1, 2025-12-17 15:58:17.986142, 31c.sql, 1086.822, 436.311, Bao
13, 21, 2, 2025-12-17 15:58:22.113208, 31c.sql, 1051.409, 389.487, Bao
13, 22, 0, 2025-12-17 15:58:23.013583, 32b.sql, 285.072, 227.644, Bao
13, 22, 1, 2025-12-17 15:58:23.904189, 32b.sql, 281.204, 227.33, Bao
13, 22, 2, 2025-12-17 15:58:25.137805, 32b.sql, 240.888, 181.16, Bao
13, 23, 0, 2025-12-17 15:58:26.560152, 2d.sql, 269.339, 768.032, Bao
13, 23, 1, 2025-12-17 15:58:27.979911, 2d.sql, 273.228, 766.034, Bao
13, 23, 2, 2025-12-17 15:58:30.150898, 2d.sql, 238.688, 642.80, Bao
13, 24, 0, 2025-12-17 15:58:30.887956, 1d.sql, 274.183, 82.566, Bao
13, 24, 1, 2025-12-17 15:58:31.595494, 1d.sql, 249.628, 83.326, Bao
13, 24, 2, 2025-12-17 15:58:32.554538, 1d.sql, 232.356, 81.90, Bao
14, 0, 0, 2025-12-17 15:58:51.220355, 12a.sql, 350.851, 297.926, Bao
14, 0, 1, 2025-12-17 15:58:52.304813, 12a.sql, 341.385, 295.641, Bao
14, 0, 2, 2025-12-17 15:58:53.927192, 12a.sql, 320.753, 281.529, Bao
14, 1, 0, 2025-12-17 15:58:55.348171, 2d.sql, 271.708, 763.831, Bao
14, 1, 1, 2025-12-17 15:58:56.772237, 2d.sql, 272.161, 762.38, Bao
14, 1, 2, 2025-12-17 15:58:59.022450, 2d.sql, 234.159, 647.765, Bao
14, 2, 0, 2025-12-17 15:59:05.100474, 19d.sql, 621.765, 4500.87, Bao
14, 2, 1, 2025-12-17 15:59:10.969271, 19d.sql, 627.914, 4476.558, Bao
14, 2, 2, 2025-12-17 15:59:21.455601, 19d.sql, 577.699, 4336.147, Bao
14, 3, 0, 2025-12-17 15:59:23.203515, 19b.sql, 628.772, 239.661, Bao
14, 3, 1, 2025-12-17 15:59:24.824702, 19b.sql, 633.205, 237.793, Bao
14, 3, 2, 2025-12-17 15:59:27.212661, 19b.sql, 585.777, 237.347, Bao
14, 4, 0, 2025-12-17 15:59:28.132945, 5c.sql, 273.236, 261.664, Bao
14, 4, 1, 2025-12-17 15:59:29.029000, 5c.sql, 253.056, 260.906, Bao
14, 4, 2, 2025-12-17 15:59:30.447430, 5c.sql, 245.18, 257.479, Bao
14, 5, 0, 2025-12-17 15:59:33.343907, 31c.sql, 1083.179, 453.768, Bao
14, 5, 1, 2025-12-17 15:59:36.294029, 31c.sql, 1088.802, 439.502, Bao
14, 5, 2, 2025-12-17 15:59:40.475166, 31c.sql, 1055.031, 448.281, Bao
14, 6, 0, 2025-12-17 15:59:48.762550, 18c.sql, 301.939, 7513.622, Bao
14, 6, 1, 2025-12-17 15:59:58.145501, 18c.sql, 306.223, 8650.366, Bao
14, 6, 2, 2025-12-17 16:00:15.776590, 18c.sql, 274.957, 8262.549, Bao
14, 7, 0, 2025-12-17 16:00:17.444491, 19a.sql, 620.423, 303.219, Bao
14, 7, 1, 2025-12-17 16:00:19.123037, 19a.sql, 616.571, 306.614, Bao
14, 7, 2, 2025-12-17 16:00:21.633333, 19a.sql, 598.3, 295.479, Bao
14, 8, 0, 2025-12-17 16:00:22.846426, 21b.sql, 462.525, 169.342, Bao
14, 8, 1, 2025-12-17 16:00:24.058963, 21b.sql, 462.743, 166.821, Bao
14, 8, 2, 2025-12-17 16:00:25.765869, 21b.sql, 423.754, 149.506, Bao
14, 9, 0, 2025-12-17 16:00:26.977156, 21a.sql, 462.696, 169.091, Bao
14, 9, 1, 2025-12-17 16:00:28.295173, 21a.sql, 465.287, 172.854, Bao
14, 9, 2, 2025-12-17 16:00:30.016821, 21a.sql, 425.487, 161.703, Bao
14, 10, 0, 2025-12-17 16:00:39.346204, 18c.sql, 309.093, 8602.611, Bao
14, 10, 1, 2025-12-17 16:00:48.675351, 18c.sql, 308.603, 8599.944, Bao
14, 10, 2, 2025-12-17 16:01:06.313263, 18c.sql, 267.44, 8272.741, Bao
14, 11, 0, 2025-12-17 16:01:07.500512, 14a.sql, 351.296, 387.514, Bao
14, 11, 1, 2025-12-17 16:01:08.707560, 14a.sql, 332.311, 376.432, Bao
14, 11, 2, 2025-12-17 16:01:10.347485, 14a.sql, 294.76, 288.404, Bao
14, 12, 0, 2025-12-17 16:01:11.555783, 21c.sql, 460.799, 169.626, Bao
14, 12, 1, 2025-12-17 16:01:12.829169, 21c.sql, 461.367, 172.258, Bao
14, 12, 2, 2025-12-17 16:01:14.538751, 21c.sql, 425.24, 154.206, Bao
14, 13, 0, 2025-12-17 16:01:15.528871, 8b.sql, 314.327, 253.857, Bao
14, 13, 1, 2025-12-17 16:01:16.509457, 8b.sql, 297.291, 253.655, Bao
14, 13, 2, 2025-12-17 16:01:17.934282, 8b.sql, 276.134, 245.261, Bao
14, 14, 0, 2025-12-17 16:01:24.475950, 30a.sql, 1776.135, 2839.569, Bao
14, 14, 1, 2025-12-17 16:01:30.932860, 30a.sql, 1784.739, 2439.501, Bao
14, 14, 2, 2025-12-17 16:01:40.714444, 30a.sql, 1733.529, 2110.162, Bao
14, 15, 0, 2025-12-17 16:01:42.427332, 7a.sql, 349.424, 884.176, Bao
14, 15, 1, 2025-12-17 16:01:44.152817, 7a.sql, 343.01, 916.90, Bao
14, 15, 2, 2025-12-17 16:01:46.782663, 7a.sql, 308.918, 708.327, Bao
14, 16, 0, 2025-12-17 16:03:49.749926, 29a.sql, 60177.406, 489.825, Bao
14, 16, 1, 2025-12-17 16:05:53.386843, 29a.sql, 60905.532, 481.616, Bao
14, 16, 2, 2025-12-17 16:08:57.286524, 29a.sql, 59450.966, 465.001, Bao
14, 17, 0, 2025-12-17 16:08:59.114141, 19a.sql, 657.883, 305.833, Bao
14, 17, 1, 2025-12-17 16:09:00.811632, 19a.sql, 630.289, 321.614, Bao
14, 17, 2, 2025-12-17 16:09:03.438163, 19a.sql, 593.564, 292.93, Bao
14, 18, 0, 2025-12-17 16:09:06.459995, 26b.sql, 1305.173, 276.947, Bao
14, 18, 1, 2025-12-17 16:09:09.714984, 26b.sql, 1308.342, 244.932, Bao
14, 18, 2, 2025-12-17 16:09:14.148087, 26b.sql, 1272.914, 208.40, Bao
14, 19, 0, 2025-12-17 16:09:15.183580, 10a.sql, 301.639, 321.325, Bao
14, 19, 1, 2025-12-17 16:09:16.193430, 10a.sql, 303.121, 314.304, Bao
14, 19, 2, 2025-12-17 16:09:17.794012, 10a.sql, 257.824, 299.928, Bao
14, 20, 0, 2025-12-17 16:09:18.847380, 18b.sql, 304.993, 316.613, Bao
14, 20, 1, 2025-12-17 16:09:19.910079, 18b.sql, 313.319, 313.114, Bao
14, 20, 2, 2025-12-17 16:09:21.467371, 18b.sql, 284.325, 289.5, Bao
14, 21, 0, 2025-12-17 16:09:23.804514, 22a.sql, 830.225, 543.676, Bao
14, 21, 1, 2025-12-17 16:09:26.253542, 22a.sql, 828.914, 494.279, Bao
14, 21, 2, 2025-12-17 16:09:29.952115, 22a.sql, 812.189, 456.752, Bao
14, 22, 0, 2025-12-17 16:09:34.045086, 27c.sql, 1919.711, 107.187, Bao
14, 22, 1, 2025-12-17 16:09:38.114396, 27c.sql, 1907.726, 120.155, Bao
14, 22, 2, 2025-12-17 16:09:44.121824, 27c.sql, 1871.308, 116.647, Bao
14, 23, 0, 2025-12-17 16:09:45.386433, 2b.sql, 270.843, 575.326, Bao
14, 23, 1, 2025-12-17 16:09:46.687865, 2b.sql, 266.759, 572.722, Bao
14, 23, 2, 2025-12-17 16:09:48.584064, 2b.sql, 228.664, 516.071, Bao
14, 24, 0, 2025-12-17 16:09:50.741354, 23a.sql, 848.799, 332.704, Bao
